BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18	T01	T02	T03
1305	8.9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1306	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1307	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1308	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1309	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1310	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1311	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1312	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1313	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1314	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1315	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1316	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1317	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1318	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1319	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1320	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1321	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1322	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1323	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1324	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1325	9E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1326	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1327	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1328	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1329	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1330	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1331	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1332	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1333	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1334	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1335	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1336	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1337	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
1338	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
1339	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
1340	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.5	0.5
1341	9.1E-12	1E10	1E10	1E-30	1.5382502234239E-10	1E10	1E-30	1E10	0.085	1E-30	6.71425527530142E-12	5.80961975774842E-02	9.45885164506978E-11	2.19220546031861E-12	2.20050024171805	1.37340095763003E-11	6.06513102112205E-12	8.17563361435101	2.02894831449565E-10	2.05264490295837E-13	0.481416998232247	1.17678982164206E-11	2.26851546667998E-12	4.92630640655895	6.68671274977214E-12	2.04293951264179E-12	7.45626647489065	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
