BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18	T01	T02	T03
222	1.9E-12	1E10	1E10	1E-30	1.39721272222441E-10	1E10	1E-30	1E10	0.194591086102781	1E-30	7.68731649023521E-13	3.41133697100535E-02	3.00066673712494E-11	1.55909955955932E-12	5.10302907046099	2.50328868558867E-12	8.99843577332201E-12	29.3648672853576	2.53720505603227E-12	4.7864293504829E-12	9.95011367544669	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
223	1.9E-12	1E10	1E10	1E-30	1.39721272222441E-10	1E10	1E-30	1E10	0.194591086102781	1E-30	7.68731649023521E-13	3.41133697100535E-02	3.00066673712494E-11	1.55909955955932E-12	5.10302907046099	2.50328868558867E-12	8.99843577332201E-12	29.3648672853576	2.53720505603227E-12	4.7864293504829E-12	9.95011367544669	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
224	1.9E-12	1E10	1E10	1E-30	1.39721272222441E-10	1E10	1E-30	1E10	0.194591086102781	1E-30	7.68731649023521E-13	3.41133697100535E-02	3.00066673712494E-11	1.55909955955932E-12	5.10302907046099	2.50328868558867E-12	8.99843577332201E-12	29.3648672853576	2.53720505603227E-12	4.7864293504829E-12	9.95011367544669	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
225	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
226	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
227	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
228	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
229	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
230	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
231	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
232	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
233	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
234	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
235	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
236	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
237	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
238	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
239	2E-12	1E10	1E10	1E-30	1.38308444156559E-10	1E10	1E-30	1E10	0.187355164122129	1E-30	1.22664784535101E-12	0.038536277423462	1.81143091961351E-11	2.7404287152118E-12	7.07780130493035	2.73193762929153E-12	8.6351028194211E-12	26.2965252933157	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
240	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
241	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
242	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
243	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
244	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
245	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
246	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
247	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
248	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
249	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
250	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
251	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
252	2.1E-12	1E10	1E10	1E-30	1.40237672587356E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.3449926167734E-12	3.94339026360157E-02	3.07907301552617E-11	1.7306797839165E-12	4.6762569484671	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
253	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
254	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
255	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
256	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
257	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
258	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
259	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
260	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
261	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
262	2.2E-12	1E10	1E10	1E-30	1.39039222785059E-10	1E10	1E-30	1E10	0.186259649855518	1E-30	1.22664784535101E-12	3.76590846552861E-02	2.58432742625962E-11	2.09963725276503E-12	5.62209741627454	3.40353222507616E-12	7.44263292681188E-12	21.872497044865	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
